4,306,659,122,669,134,0.51538384,0
4,315,190,105,205,124,0.750049,0
4,316,638,113,650,128,0.81619966,0
4,316,201,106,214,123,0.74699956,0
4,318,660,120,671,133,0.5874306,0
4,320,660,120,670,133,0.72659355,0
4,327,613,133,623,146,0.8382106,0
4,327,643,123,651,132,0.5018913,0
4,332,288,100,297,112,0.5989616,0
4,337,639,117,650,130,0.5877164,0
4,340,663,111,678,131,0.94017434,0
4,342,638,112,648,123,0.5838412,0
4,345,284,102,293,112,0.5539084,1
4,349,288,103,298,115,0.96095186,1
4,350,287,103,296,114,0.93124527,1
4,355,337,6,351,22,0.513986,0
4,356,277,103,288,117,0.85943073,1
4,356,255,102,265,114,0.66578835,4
4,362,279,104,290,118,0.92755693,1
4,362,256,102,265,114,0.8552494,4
4,363,281,107,292,121,0.9578447,1
4,363,256,103,265,114,0.8221272,4
4,363,303,107,314,120,0.7025245,5
4,364,285,106,294,118,0.93960875,1
4,365,286,106,297,119,0.9292278,1
4,366,252,102,264,117,0.8701223,4
4,366,287,107,297,119,0.83896047,1
4,367,286,106,295,117,0.96052754,1
4,368,289,107,299,120,0.95094764,1
4,368,265,103,274,115,0.7893925,4
4,368,659,121,669,133,0.6468743,0
4,368,672,134,680,143,0.5797825,0
4,368,637,113,645,123,0.52211547,0
4,369,292,107,303,121,0.9612432,1
4,369,266,102,276,115,0.8042007,4
4,370,293,106,303,119,0.9272012,1
4,370,264,101,275,115,0.9213324,4
4,371,295,107,305,120,0.96761537,1
4,371,263,104,272,116,0.92270505,4
4,371,314,103,323,114,0.6096601,5
4,372,294,107,304,119,0.95316803,1
4,372,315,104,326,117,0.8706168,5
4,372,316,183,334,204,0.7322926,0
4,373,294,107,304,120,0.7993462,1
4,373,266,104,275,114,0.7341559,4
4,374,296,109,305,121,0.9587332,1
4,374,267,100,276,113,0.88245255,4
4,374,318,104,326,114,0.74366236,5
4,375,298,109,310,123,0.9697174,1
4,375,268,101,277,111,0.7771275,4
4,377,310,103,320,114,0.5193449,5
4,378,298,110,310,124,0.9585979,1
4,378,315,102,325,114,0.68568563,0
4,379,299,109,311,123,0.87670356,1
4,379,259,116,282,142,0.84893256,0
4,381,267,110,276,120,0.8001717,2
4,382,304,110,313,121,0.8836565,1
4,382,270,110,279,120,0.83892214,2
4,382,270,105,276,112,0.73425764,0
4,382,275,107,281,115,0.58945864,0
4,382,339,6,353,22,0.56703985,0
4,383,302,111,313,122,0.67955065,1
4,384,302,110,312,122,0.5461253,1
4,384,272,104,284,118,0.54122615,0
4,385,303,112,314,124,0.87855864,1
4,385,270,104,279,115,0.73234206,0
4,386,306,110,315,121,0.54460233,1
4,387,309,111,320,123,0.9475579,1
4,387,37,221,52,240,0.67152387,0
4,388,273,108,284,121,0.76605606,2
4,388,275,105,283,113,0.5491999,0
4,388,309,112,319,124,0.5008672,1
4,389,272,104,284,119,0.9551265,0
4,389,305,113,316,125,0.84479326,1
4,389,269,101,277,111,0.6163199,4
4,391,326,104,336,116,0.9018924,5
4,391,267,105,277,117,0.8299724,4
4,391,338,5,353,22,0.7805486,0
4,392,266,104,274,114,0.85792905,4
4,392,672,132,684,147,0.8557838,0
4,392,311,113,322,125,0.5431136,1
4,393,265,103,277,118,0.9577953,4
4,395,307,113,317,126,0.9042806,1
4,395,267,103,276,113,0.7194962,4
4,396,270,104,283,119,0.9651155,4
4,396,307,113,320,126,0.84122366,1
4,397,554,145,567,162,0.7051637,0
4,398,267,105,278,118,0.94349134,4
4,398,312,115,324,127,0.7436095,1
4,399,338,108,349,121,0.8952255,5
4,399,312,115,323,128,0.88228464,1
4,400,310,115,323,130,0.9743329,1
4,400,337,106,349,121,0.9706854,5
4,400,673,133,685,147,0.63202655,0
4,401,308,113,321,128,0.9848525,1
4,401,279,105,288,117,0.9054398,4
4,402,311,115,323,131,0.97296417,1
4,402,331,106,342,120,0.9409332,5
4,402,281,104,291,117,0.94028795,4
4,403,314,115,325,129,0.95035845,1
4,403,332,106,340,116,0.94782394,5
4,403,284,104,293,114,0.91772205,4
4,404,286,107,296,119,0.93229806,4
4,404,331,107,342,121,0.92642397,5
4,404,315,116,325,128,0.76674587,1
4,405,332,106,341,117,0.9752578,5
4,405,316,117,325,129,0.95422214,1
4,405,285,105,294,115,0.9377122,4
4,405,282,102,289,111,0.5843531,0
4,405,320,113,332,128,0.5825863,0
4,406,285,105,296,118,0.95890737,4
4,406,334,107,342,118,0.94261414,5
4,406,314,117,325,131,0.92051804,1
4,406,282,103,290,112,0.6957162,0
4,407,286,106,294,115,0.88734573,4
4,407,316,117,327,130,0.8710356,1
4,407,333,108,342,118,0.69111073,5
