2,192,467,102,507,193,0.95758647,person
2,139,420,124,509,351,0.99820113,person
2,117,254,160,432,480,0.99872524,person
2,166,436,115,485,255,0.98490494,person
2,539,29,212,252,475,0.99317765,person
2,144,418,125,499,332,0.9968484,person
2,517,301,148,404,417,0.9992506,person
2,122,319,146,457,478,0.9989034,person
2,193,469,96,507,197,0.9623603,person
2,193,456,115,617,201,0.5511259,bench
2,171,438,103,495,241,0.988452,person
2,544,0,274,200,474,0.98755383,person
2,518,284,141,397,424,0.9987708,person
2,123,316,149,478,471,0.99933904,person
2,545,3,269,175,474,0.95942074,person
2,150,424,128,501,304,0.99543923,person
2,523,221,156,340,469,0.9981084,person
2,501,377,122,461,316,0.99684346,person
2,437,498,92,531,182,0.92675376,person
2,486,424,114,484,265,0.9815149,person
2,502,369,123,459,317,0.99723226,person
2,491,411,119,479,279,0.99771273,person
2,216,508,85,538,179,0.7849252,person
2,178,455,104,504,227,0.9791052,person
2,243,531,72,559,160,0.55704635,person
2,465,477,106,522,208,0.718162,person
2,443,495,88,532,190,0.7984515,person
2,492,412,114,479,285,0.99518305,person
2,470,469,105,514,226,0.96173054,person
2,108,67,208,284,475,0.98777115,person
2,179,456,101,507,224,0.9482639,person
2,157,440,119,503,279,0.9925062,person
2,135,408,128,515,381,0.9988348,person
2,184,455,103,504,216,0.96828765,person
2,162,438,118,495,264,0.90473646,person
2,109,94,214,297,474,0.99392736,person
2,136,412,124,508,376,0.99812144,person
2,509,340,133,436,359,0.99847585,person
2,114,206,173,384,480,0.99686015,person
2,163,432,120,495,262,0.99107367,person
2,536,49,197,274,475,0.9923768,person
2,141,412,124,506,345,0.9983053,person
2,514,310,143,422,390,0.9988361,person
2,190,468,99,507,194,0.87127256,person
2,541,1,238,228,478,0.9873301,person
2,499,402,125,469,307,0.99335974,person
2,515,312,139,424,398,0.9980471,person
2,477,442,112,494,241,0.96199113,person
2,477,436,130,627,230,0.5150554,bench
2,120,294,154,441,476,0.9983901,person
2,542,0,248,224,476,0.9871431,person
2,520,250,150,391,441,0.99951124,person
2,207,500,97,540,190,0.7132004,person
2,212,509,94,541,183,0.8280115,person
2,434,502,97,533,180,0.5695517,person
2,483,434,113,490,259,0.97452784,person
2,148,416,121,498,311,0.9973469,person
2,213,504,98,536,180,0.6947421,person
2,175,454,104,501,234,0.95762914,person
2,440,499,95,533,186,0.9242764,person
2,149,421,129,498,307,0.99403,person
2,127,360,148,474,446,0.9984907,person
2,105,4,249,237,468,0.98010296,person
2,176,452,103,502,232,0.96617246,person
2,154,437,120,505,287,0.9947737,person
2,527,175,153,317,476,0.9984975,person
2,132,399,129,498,398,0.9985732,person
2,181,455,106,504,227,0.97200036,person
2,106,21,252,270,470,0.9855032,person
2,528,165,159,303,478,0.9959986,person
2,133,407,128,506,394,0.9981394,person
2,506,357,131,441,343,0.99664515,person
2,468,472,107,516,222,0.8086267,person
2,111,147,183,370,479,0.9955082,person
2,160,443,121,502,270,0.97102755,person
2,533,106,183,273,476,0.9951114,person
2,511,341,139,427,369,0.9980494,person
2,469,472,104,519,223,0.50066936,person
2,496,397,115,471,294,0.9970481,person
2,512,332,138,425,374,0.9979417,person
2,474,449,104,503,238,0.98449683,person
2,188,464,99,501,209,0.9407117,person
2,204,491,72,533,191,0.7797218,person
2,475,451,104,500,242,0.9690681,person
2,453,492,99,526,188,0.8633016,person
2,480,436,115,490,244,0.9770801,person
2,118,263,169,443,477,0.99838006,person
2,189,463,104,504,201,0.95679384,person
2,78,414,39,612,210,0.5000131,car
2,167,436,118,486,255,0.99243164,person
2,145,415,127,496,324,0.9977012,person
2,194,472,98,508,195,0.73286337,person
2,210,489,27,542,189,0.714153,person
2,432,502,88,536,178,0.6177223,person
2,172,448,111,497,242,0.9692747,person
2,119,282,157,446,474,0.99852437,person
2,146,410,129,493,318,0.99752194,person
2,519,262,145,395,436,0.9992986,person
2,124,319,153,475,474,0.99940896,person
2,173,446,103,501,246,0.98062,person
2,151,430,117,504,304,0.99727684,person
2,524,197,148,336,470,0.99917847,person
2,438,495,92,534,184,0.96663785,person
2,525,174,164,336,474,0.9984952,person
2,487,428,113,487,265,0.98883003,person
2,130,383,133,499,410,0.99884653,person
2,503,362,123,450,327,0.9969404,person
2,530,122,173,301,480,0.99821043,person
2,439,496,90,532,184,0.95131564,person
2,488,428,117,485,267,0.98754066,person
2,466,475,104,520,218,0.9405242,person
2,444,493,95,529,191,0.9708548,person
2,493,414,118,478,286,0.9915052,person
2,471,461,106,510,230,0.9585032,person
2,158,442,119,505,279,0.98477244,person
2,185,460,101,500,214,0.9733421,person
2,472,455,101,505,233,0.9639669,person
2,159,439,117,502,272,0.9913667,person
2,137,414,119,503,364,0.9972247,person
2,115,228,179,393,472,0.99666804,person
2,186,462,101,504,214,0.8789626,person
2,164,431,118,492,260,0.99218315,person
2,537,30,219,271,478,0.99253875,person
2,142,418,122,504,343,0.9982881,person
2,191,466,100,508,199,0.97970575,person
2,116,251,166,412,476,0.9985072,person
2,538,31,213,260,478,0.99256414,person
2,143,419,125,501,335,0.99717283,person
2,516,310,141,414,404,0.9990194,person
2,478,437,106,494,246,0.98211217,person
2,121,309,156,446,480,0.9982108,person
2,170,434,110,490,241,0.99114096,person
2,543,0,304,203,477,0.98608255,person
2,521,243,146,372,454,0.999332,person
2,208,500,92,540,183,0.9285961,person
2,479,437,110,494,244,0.9891978,person
2,435,480,28,541,180,0.7978853,person
2,522,237,150,354,465,0.9991184,person
2,484,426,110,486,257,0.99174434,person
2,500,393,119,466,310,0.9966601,person
2,214,505,98,538,182,0.83083797,person
2,485,425,115,483,259,0.98917574,person
2,463,407,44,612,217,0.58616614,car
2,463,477,101,520,210,0.5171817,person
2,441,499,96,533,189,0.84701014,person
2,490,416,113,483,275,0.99598145,person
2,128,367,136,487,433,0.99892396,person
2,177,452,104,505,233,0.9864027,person
2,155,440,122,507,285,0.99147344,person
2,442,498,94,531,189,0.87511426,person
2,182,457,102,501,220,0.97309214,person
2,129,371,149,494,428,0.9983224,person
2,107,46,235,285,468,0.9898225,person
2,156,440,113,509,285,0.99169767,person
2,529,149,176,293,477,0.99826473,person
2,134,405,120,513,382,0.99925965,person
2,507,342,126,441,345,0.9985482,person
2,112,168,197,387,480,0.9975757,person
2,183,456,105,503,225,0.96683246,person
2,161,442,117,501,267,0.9616495,person
2,534,96,194,264,478,0.993898,person
2,508,340,134,441,355,0.9986827,person
2,113,194,180,391,476,0.99666876,person
2,448,494,98,529,193,0.5716365,person
2,535,76,203,260,478,0.99250305,person
2,497,393,118,472,300,0.9974281,person
2,140,411,124,507,348,0.99849415,person
2,513,319,137,425,377,0.99879897,person
2,540,21,236,244,476,0.98268694,person
2,449,493,94,531,193,0.8708468,person
2,498,403,113,473,301,0.9960515,person
2,476,447,108,497,235,0.97888345,person
2,481,436,107,493,253,0.98556745,person
2,206,501,101,533,190,0.7743067,person
2,168,435,108,491,254,0.9851372,person
2,433,500,95,533,175,0.8805595,person
2,482,438,119,489,253,0.97198176,person
2,169,432,112,492,253,0.99114424,person
2,147,412,122,498,319,0.9979705,person
2,125,334,144,459,464,0.99884486,person
2,174,448,102,502,238,0.9728286,person
2,152,433,128,506,301,0.9949827,person
2,126,344,142,462,460,0.99768114,person
2,153,434,123,505,293,0.99475336,person
2,526,169,163,334,473,0.9988385,person
2,131,391,118,495,402,0.9980804,person
2,504,367,118,443,327,0.99478537,person
2,180,455,101,508,229,0.929573,person
2,531,96,192,302,480,0.9971769,person
2,218,512,95,543,181,0.6650025,person
2,489,424,115,484,273,0.99304366,person
2,505,362,133,442,333,0.99722505,person
2,467,475,98,519,223,0.5623704,person
2,110,128,204,328,475,0.9912622,person
2,445,494,99,526,190,0.92250973,person
2,532,105,187,294,476,0.996316,person
2,494,409,118,474,291,0.9957748,person
2,510,342,134,432,360,0.9964791,person
2,219,511,98,541,180,0.7344555,person
2,446,494,102,531,192,0.7323067,person
2,495,407,113,472,291,0.99510276,person
2,473,449,103,501,233,0.9708292,person
2,451,492,97,531,189,0.93434083,person
2,138,418,126,507,366,0.9989832,person
2,187,463,99,500,211,0.85272133,person
2,165,432,115,488,257,0.99453473,person
2,165,432,113,621,237,0.5039291,bench
4,403,517,95,545,155,0.8726918,person
4,230,521,92,552,170,0.92104834,person
4,452,489,99,529,197,0.97817695,person
4,192,467,101,506,203,0.9844168,person
4,430,500,97,534,178,0.93820435,person
4,139,412,128,507,349,0.99843186,person
4,117,263,165,443,480,0.99826115,person
4,166,434,116,486,253,0.9907821,person
4,539,30,237,251,475,0.9903287,person
4,539,428,120,608,197,0.5381757,bench
4,144,417,128,498,325,0.99678963,person
4,517,289,142,400,426,0.9987866,person
4,122,317,142,472,474,0.99970657,person
4,193,469,101,507,207,0.9818188,person
4,193,441,117,615,195,0.5167036,bench
4,171,440,106,496,241,0.9892747,person
4,544,0,287,192,474,0.98851484,person
4,518,268,136,397,432,0.997113,person
4,123,315,149,481,471,0.99974173,person
4,458,481,103,521,206,0.98087054,person
4,150,431,123,504,302,0.9922631,person
4,523,204,152,339,475,0.9991843,person
4,501,370,120,460,316,0.99802077,person
4,237,528,88,555,169,0.8770084,person
4,459,480,106,522,209,0.9672637,person
4,72,431,112,610,185,0.5096802,bench
4,215,507,93,538,180,0.91130877,person
4,437,495,94,532,181,0.97128737,person
4,415,510,95,537,165,0.500459,person
4,486,428,110,486,263,0.9788848,person
4,502,363,123,455,326,0.9978143,person
4,464,475,103,519,217,0.9806089,person
4,491,412,116,477,285,0.99619615,person
4,216,510,94,538,176,0.77711326,person
4,178,455,107,503,226,0.9729489,person
4,378,535,86,558,149,0.57963955,person
4,465,474,104,517,219,0.9803751,person
4,221,513,91,541,174,0.86493593,person
4,443,491,96,531,191,0.9789786,person
4,421,505,95,536,170,0.9392534,person
4,492,412,114,478,283,0.9941094,person
4,470,461,105,510,228,0.97860956,person
4,470,457,131,606,210,0.53095686,bench
4,108,80,215,292,477,0.9880625,person
4,179,453,103,502,229,0.9879353,person
4,73,441,110,610,185,0.5813522,bench
4,157,443,120,506,278,0.99324715,person
4,157,473,113,611,210,0.5059215,bench
4,379,534,86,559,152,0.62549347,person
4,135,409,128,510,378,0.99877805,person
4,184,457,97,499,214,0.98718923,person
4,200,491,99,528,192,0.9564715,person
4,422,510,92,538,165,0.73869026,person
4,162,433,119,494,261,0.99226236,person
4,109,124,213,326,478,0.98853964,person
4,109,424,97,616,186,0.5100827,bench
4,136,414,123,504,367,0.9981766,person
4,509,343,128,433,360,0.9985507,person
4,114,221,170,389,479,0.9946814,person
4,163,427,120,493,261,0.9855525,person
4,536,35,216,275,476,0.99348176,person
4,141,414,125,504,342,0.9983537,person
4,514,308,141,424,398,0.9980463,person
4,190,461,100,508,204,0.9893533,person
4,541,0,243,226,476,0.985463,person
4,228,522,100,550,167,0.67454267,person
4,428,504,92,537,173,0.9517436,person
4,499,394,122,468,312,0.9945722,person
4,515,312,136,419,400,0.9992731,person
4,515,451,100,609,189,0.5024491,bench
4,477,439,108,495,240,0.98455596,person
4,120,304,156,447,480,0.9988293,person
4,542,0,284,210,476,0.99292773,person
4,520,243,145,381,462,0.9993918,person
4,229,520,88,554,175,0.8552961,person
4,207,498,93,538,183,0.95910186,person
4,429,502,96,534,174,0.93051946,person
4,407,522,64,602,152,0.5734502,car
4,234,526,86,555,168,0.84236676,person
4,456,483,103,521,206,0.9626689,person
4,212,502,90,540,182,0.92723984,person
4,434,500,94,532,179,0.95224553,person
4,483,427,110,486,255,0.99206114,person
4,461,473,103,518,213,0.9814889,person
4,148,420,123,497,311,0.9968381,person
4,197,479,100,519,192,0.94983774,person
4,213,504,92,538,182,0.9370189,person
4,175,450,108,501,231,0.9737206,person
4,175,428,127,613,212,0.5521191,bench
4,397,514,90,538,148,0.7122467,person
4,413,511,92,538,168,0.8974217,person
4,375,532,84,559,151,0.7117813,person
4,462,474,106,521,218,0.9750303,person
4,440,497,95,532,185,0.96665645,person
4,149,424,123,500,305,0.9966407,person
4,127,365,136,483,433,0.9974184,person
4,105,11,247,276,469,0.98856074,person
4,176,450,105,501,228,0.9865159,person
4,90,426,110,610,187,0.55297196,bench
4,154,437,116,508,286,0.9952194,person
4,527,170,157,307,471,0.99808925,person
4,76,444,97,604,177,0.51355517,bench
4,132,403,131,505,400,0.998283,person
4,181,453,101,500,222,0.9845051,person
4,181,424,120,604,209,0.50034225,bench
4,106,35,255,295,471,0.9894338,person
4,528,152,176,296,479,0.99862456,person
4,268,545,83,570,152,0.701983,person
4,133,405,124,513,388,0.99874794,person
4,506,345,127,442,343,0.99837565,person
4,468,469,106,515,223,0.978303,person
4,111,160,185,386,480,0.9919858,person
4,160,439,118,502,271,0.9904351,person
4,533,101,193,266,480,0.9906343,person
4,511,335,138,428,378,0.9985764,person
4,469,468,101,513,224,0.9763724,person
4,469,466,137,620,214,0.5187985,bench
4,225,515,93,547,176,0.88497585,person
4,447,492,101,532,192,0.9724205,person
4,425,506,86,538,173,0.7764434,person
4,496,394,116,473,299,0.998221,person
4,98,428,103,605,183,0.50938106,bench
4,512,320,131,427,377,0.9992719,person
