6,304,243,97,250,105,0.69048584 ,1,
6,305,249,98,256,107,0.53362906 ,1,
6,310,258,100,266,110,0.81000817 ,1,
6,310,233,105,239,113,0.64597040 ,2,
6,311,259,101,267,111,0.53323317 ,1,
6,311,236,104,244,113,0.50325670 ,2,
6,312,260,99,267,108,0.87562670 ,1,
6,312,242,103,249,112,0.68306357 ,2,
6,313,242,107,249,115,0.74119484 ,2,
6,313,261,99,268,107,0.59181654 ,1,
6,315,266,100,274,109,0.87135230 ,1,
6,315,248,105,255,113,0.53346560 ,2,
6,316,266,99,274,109,0.75285710 ,1,
6,317,265,102,273,112,0.64044213 ,1,
6,320,271,100,278,109,0.70293206 ,1,
6,321,272,101,279,111,0.80281144 ,1,
6,336,297,99,305,109,0.77272110 ,5,
6,336,278,100,287,111,0.51082790 ,1,
6,337,298,99,306,108,0.52543410 ,5,
6,337,283,101,292,111,0.51138150 ,1,
6,342,283,100,292,112,0.87944627 ,1,
6,342,253,104,262,115,0.78929895 ,0,
6,345,256,101,264,112,0.60402990 ,4,
6,345,289,99,298,110,0.57247200 ,0,
6,348,287,101,296,111,0.60129863 ,1,
6,349,287,101,298,114,0.90709700 ,1,
6,349,271,108,281,120,0.67463005 ,3,
6,349,252,103,260,113,0.61561630 ,4,
6,350,289,101,297,112,0.96504950 ,1,
6,350,253,102,261,111,0.72532720 ,5,
6,351,286,101,295,112,0.88022780 ,1,
6,353,284,101,293,112,0.72248380 ,1,
6,353,645,98,656,110,0.64114550 ,0,
6,354,282,102,291,112,0.57101345 ,1,
6,355,281,103,290,113,0.78101380 ,1,
6,356,279,101,289,113,0.94593680 ,1,
6,357,278,102,289,115,0.94112587 ,1,
6,358,279,104,289,116,0.89033383 ,1,
6,359,280,102,290,113,0.66853600 ,1,
6,360,280,104,289,115,0.65691670 ,1,
6,360,252,100,261,111,0.62816090 ,4,
6,362,279,106,289,118,0.89110637 ,1,
6,362,256,102,265,114,0.85216170 ,4,
6,363,280,105,290,118,0.94160140 ,1,
6,363,256,104,265,115,0.91296200 ,4,
6,363,661,121,672,135,0.74998534 ,0,
6,364,285,105,295,118,0.96004784 ,1,
6,364,256,104,264,114,0.87101060 ,4,
6,365,286,106,296,119,0.95989190 ,1,
6,365,255,102,264,114,0.82187230 ,4,
6,365,312,104,320,115,0.65075207 ,5,
6,366,287,106,296,118,0.98102550 ,1,
6,366,316,103,324,113,0.86732980 ,5,
6,366,255,103,264,115,0.84439520 ,4,
6,366,260,109,267,117,0.68455327 ,2,
6,367,286,106,296,119,0.97360610 ,1,
6,367,258,105,267,117,0.89248455 ,4,
6,367,320,103,329,113,0.84998435 ,5,
6,368,287,106,297,118,0.96526130 ,1,
6,368,262,102,269,111,0.83256800 ,4,
6,368,258,105,265,113,0.68633634 ,0,
6,369,291,107,301,120,0.96649000 ,1,
6,369,266,103,275,114,0.91704065 ,4,
6,369,321,103,330,114,0.76062405 ,5,
6,370,293,106,303,120,0.96017880 ,1,
6,370,321,104,330,114,0.86811420 ,5,
6,370,267,101,276,113,0.86510160 ,0,
6,371,294,106,304,120,0.97348875 ,1,
6,371,264,104,274,117,0.91227930 ,4,
6,371,317,103,325,113,0.87327800 ,5,
6,371,270,111,278,120,0.55386657 ,0,
6,372,294,108,304,121,0.97461754 ,1,
6,372,315,104,324,114,0.91110250 ,5,
6,372,264,106,273,117,0.80630150 ,4,
6,372,272,112,279,121,0.65187400 ,2,
6,373,293,107,302,118,0.97060454 ,1,
6,373,317,104,326,114,0.93330026 ,5,
6,373,266,104,275,115,0.82579800 ,4,
6,374,294,107,304,121,0.97481525 ,1,
6,374,318,104,327,116,0.94564086 ,5,
6,374,266,103,275,115,0.93965685 ,4,
6,375,298,110,307,120,0.97377230 ,1,
6,375,317,104,326,115,0.90655960 ,5,
6,375,268,103,277,114,0.80064800 ,4,
6,375,302,109,313,122,0.51073676 ,0,
6,376,298,109,308,121,0.95720350 ,1,
6,376,313,103,323,115,0.90745970 ,5,
6,376,268,104,278,116,0.83308090 ,4,
6,376,303,106,315,120,0.73201130 ,0,
6,376,272,110,280,120,0.58808380 ,2,
6,377,267,105,278,118,0.92777710 ,0,
6,377,311,102,320,113,0.92366475 ,5,
6,377,300,110,309,120,0.89665920 ,1,
6,378,298,109,309,121,0.73364186 ,1,
6,378,266,104,277,117,0.60573643 ,0,
6,379,299,109,311,124,0.96137630 ,1,
6,379,316,103,327,115,0.89768780 ,5,
6,379,266,105,275,117,0.69198310 ,0,
6,380,302,111,312,123,0.90941540 ,1,
6,380,266,103,275,115,0.86292803 ,4,
6,380,320,102,329,113,0.72144276 ,5,
6,381,305,110,316,124,0.91991526 ,1,
6,381,320,103,329,114,0.89590260 ,5,
6,381,266,105,276,117,0.85962690 ,2,
6,382,325,104,336,118,0.95640785 ,5,
6,382,305,111,315,124,0.93910510 ,1,
6,382,269,104,279,116,0.76930445 ,0,
6,382,287,111,295,120,0.50535270 ,0,
6,383,325,103,335,116,0.96295166 ,5,
6,383,305,112,315,125,0.94656855 ,1,
6,383,274,101,284,113,0.91962210 ,4,
6,384,325,102,334,114,0.97453725 ,5,
6,384,302,109,313,123,0.96273250 ,1,
6,384,275,102,285,114,0.94327235 ,4,
6,384,270,103,279,113,0.69015080 ,0,
6,385,323,104,334,118,0.96680720 ,5,
6,385,302,111,313,124,0.95814246 ,1,
6,385,271,106,282,119,0.82640280 ,0,track7 2&4¶¡
6,386,323,102,333,115,0.94964343 ,5,
6,386,306,111,316,125,0.94926800 ,1,
6,386,269,102,278,113,0.55579436 ,4,
6,387,308,110,319,123,0.96853715 ,1,
6,387,325,104,334,116,0.91537190 ,5,
6,387,289,110,297,120,0.73442290 ,3,
6,387,269,99,277,108,0.72752273 ,0,
6,387,271,103,280,114,0.65565530 ,4,
6,388,323,103,335,118,0.95285820 ,5,
6,388,271,105,284,120,0.93946755 ,0,
6,388,309,112,321,126,0.92000060 ,1,
6,388,269,100,277,110,0.73727480 ,0,
6,389,273,102,283,115,0.97203820 ,4,
6,389,305,112,316,125,0.95100456 ,1,
6,389,325,103,335,115,0.94643570 ,5,
6,389,285,112,293,122,0.58523184 ,0,
6,390,305,111,317,125,0.95734805 ,1,
6,390,323,103,335,118,0.95408510 ,5,
6,390,271,104,282,118,0.89666265 ,0,
6,390,268,99,278,111,0.65277430 ,4,
6,391,306,112,318,127,0.97143316 ,1,
6,391,268,105,278,118,0.95808970 ,4,
6,391,323,103,333,116,0.94130236 ,5,
6,392,310,112,322,127,0.97796637 ,1,
6,392,325,102,335,114,0.94568765 ,5,
6,392,267,105,276,117,0.90468730 ,4,
6,392,286,111,295,122,0.57695794 ,0,
6,392,274,111,282,121,0.50928500 ,2,
6,393,310,112,323,127,0.96740115 ,1,
6,393,265,104,276,117,0.93329763 ,4,
6,393,292,111,302,123,0.75688106 ,0,
6,393,298,112,308,124,0.68914750 ,3,
6,393,329,106,338,118,0.57822700 ,5,
6,394,310,113,322,128,0.97225440 ,1,
6,394,265,104,276,117,0.95231620 ,4,
6,394,329,107,338,119,0.57168360 ,5,
6,394,304,112,314,125,0.50263214 ,0,
6,395,305,111,319,126,0.94712925 ,1,
6,395,267,105,277,116,0.87552710 ,4,
6,396,306,111,319,127,0.97383750 ,1,
6,396,270,103,280,116,0.94609064 ,4,
6,396,333,102,343,115,0.54237413 ,5,
6,397,310,113,322,128,0.96913165 ,1,
6,397,333,105,341,115,0.95115435 ,5,
6,397,270,105,281,119,0.93350410 ,4,
6,398,312,113,325,128,0.98120140 ,1,
6,398,268,105,279,118,0.95510095 ,4,
6,398,333,104,341,114,0.94863560 ,5,
6,399,313,114,325,129,0.97104900 ,1,
6,399,337,107,348,121,0.97064950 ,5,
6,399,269,103,278,114,0.91035163 ,4,
6,400,311,114,324,129,0.97720385 ,1,
6,400,336,105,347,118,0.97365844 ,5,
6,400,273,105,283,117,0.82071996 ,0,
6,400,269,101,278,111,0.66116540 ,4,
6,400,278,110,287,121,0.56519866 ,2,
6,401,308,113,322,129,0.98590565 ,1,
6,401,336,106,347,120,0.97593680 ,5,
6,401,273,106,285,121,0.93958160 ,0,
6,402,310,113,322,128,0.98180723 ,1,
6,402,333,105,342,117,0.97628080 ,5,
6,402,280,103,291,116,0.96263430 ,4,
6,403,312,114,324,130,0.96506160 ,1,
6,403,331,104,341,116,0.95828120 ,5,
6,403,282,104,293,117,0.95171810 ,4,
6,404,314,113,327,129,0.96802260 ,1,
6,404,285,105,294,116,0.95680630 ,4,
6,404,332,105,341,116,0.92526850 ,5,
6,405,332,105,341,116,0.97006510 ,5,
6,405,285,104,294,115,0.96053416 ,4,
6,405,314,117,325,130,0.96023270 ,1,
6,405,268,114,275,123,0.56759894 ,0,
6,406,332,107,342,119,0.98179090 ,5,
6,406,313,118,324,130,0.95802910 ,1,
6,406,284,105,294,116,0.93584220 ,4,
6,407,314,114,327,130,0.97171290 ,1,
6,407,334,107,344,119,0.96665670 ,5,
6,407,285,105,294,116,0.96455910 ,4,
6,407,270,115,278,125,0.75446880 ,2,
6,408,317,118,329,133,0.96844214 ,1,
6,408,333,105,343,117,0.94398440 ,5,
6,408,286,105,297,119,0.94307446 ,4,
6,409,320,115,333,131,0.97133034 ,1,
6,409,285,106,294,117,0.95390050 ,4,
6,409,332,108,342,121,0.95264417 ,5,
6,409,300,112,308,123,0.73333390 ,0,
6,409,276,114,285,125,0.72389690 ,2,
6,409,271,117,278,126,0.61408140 ,0,
6,410,321,115,334,131,0.98140310 ,1,
6,410,335,107,347,122,0.97210884 ,5,
6,410,283,106,293,119,0.96848840 ,4,
6,410,328,111,341,128,0.63262550 ,0,
6,411,322,118,335,134,0.98330710 ,1,
6,411,280,107,288,117,0.94907796 ,4,
6,411,299,117,309,128,0.94638520 ,3,
6,411,342,114,357,133,0.86795060 ,0,
6,411,304,116,316,131,0.70380410 ,0,
6,411,277,112,287,125,0.56434400 ,0,
6,412,320,116,334,132,0.98741210 ,1,
6,412,281,105,291,118,0.94831270 ,4,
6,412,346,111,356,124,0.93358797 ,5,
6,412,299,117,309,128,0.92671865 ,3,
6,412,307,117,318,131,0.63082170 ,0,
6,413,322,116,335,133,0.99271340 ,1,
6,413,281,108,291,121,0.94683280 ,4,
6,413,308,117,319,131,0.84025604 ,0,
6,413,300,118,311,131,0.82423306 ,3,
6,413,269,118,276,128,0.61036810 ,0,
6,414,324,118,337,135,0.99170095 ,1,
6,414,285,107,294,118,0.97199100 ,4,
6,414,306,118,318,133,0.81691885 ,3,
6,414,275,114,286,128,0.61825450 ,2,
6,414,300,122,309,133,0.60898600 ,0,
6,414,273,124,281,133,0.54666686 ,0,
6,414,270,116,278,126,0.53862560 ,0,
6,415,327,115,342,133,0.99088776 ,1,
6,415,285,106,295,117,0.95011560 ,4,
6,415,301,118,312,132,0.88835900 ,3,
6,415,296,123,305,134,0.52965590 ,0,
6,416,327,116,341,133,0.99043405 ,1,
6,416,300,118,312,133,0.94946890 ,3,
6,416,283,110,293,124,0.94645715 ,4,
6,417,324,118,338,136,0.99220910 ,1,
6,417,280,110,291,125,0.96628153 ,4,
6,417,306,119,318,133,0.91388290 ,3,
6,418,320,117,335,134,0.99043100 ,1,
6,418,281,107,292,122,0.98116255 ,4,
6,418,298,126,307,136,0.65830480 ,0,
6,419,320,117,335,134,0.99278260 ,1,
6,419,282,111,292,123,0.97226150 ,4,
6,419,298,124,307,135,0.78500620 ,0,
6,420,323,117,338,136,0.99170060 ,1,
6,420,283,110,295,124,0.95802580 ,4,
6,420,306,110,319,125,0.87999510 ,5,
6,420,297,122,306,134,0.51468370 ,2,
6,421,325,116,339,134,0.99190510 ,1,
6,421,283,109,294,123,0.94848610 ,4,
6,421,301,110,313,125,0.90704954 ,5,
6,422,322,118,337,136,0.99086000 ,1,
6,422,283,111,292,123,0.88007180 ,4,
6,422,298,112,310,126,0.80346010 ,5,
6,422,289,113,300,126,0.72873986 ,0,
6,422,289,125,299,136,0.58559674 ,2,
6,422,295,121,305,133,0.54331183 ,0,
6,423,318,119,333,137,0.98462117 ,1,
6,423,282,112,293,125,0.96040255 ,4,
6,423,297,112,308,125,0.66196090 ,0,
6,423,294,123,304,135,0.51732650 ,2,
6,424,318,117,332,135,0.98812675 ,1,
6,424,284,109,295,124,0.96815646 ,4,
6,424,307,112,320,127,0.62159264 ,0,
6,425,319,118,334,136,0.98921776 ,1,
6,425,284,111,294,123,0.96561650 ,4,
6,425,306,106,316,116,0.76975834 ,5,
6,425,308,110,321,125,0.73105794 ,0,
6,425,299,122,308,133,0.52542156 ,0,
6,426,323,118,338,137,0.98948230 ,1,
6,426,285,111,297,125,0.96881986 ,4,
6,426,308,110,320,125,0.81371330 ,5,
6,426,292,124,301,135,0.50498180 ,2,
6,427,325,119,339,137,0.99222505 ,1,
6,427,287,111,299,126,0.90884554 ,4,
6,427,308,109,320,123,0.83751816 ,5,
6,427,306,106,315,116,0.69404966 ,0,
6,427,292,125,301,138,0.68202174 ,2,
